neuterYn,sexCd,weight,noticeDays,age2,processState
Y,M,5,11,1,1
N,F,1.4,11,0,1
N,M,1.3,11,0,1
N,F,1.3,11,0,1
U,F,20,11,3,1
Y,M,4,11,5,0
N,M,3.1,11,0,0
Y,M,1.5,11,1,1
U,F,6,11,5,0
U,F,2,7,2,0
N,M,1.2,7,0,0
U,F,1.2,7,0,0
N,F,1.7,7,0,0
N,M,1.8,7,0,0
N,F,2,11,7,1
N,M,3,11,1,1
N,M,6.5,10,2,0
U,F,6.2,7,5,0
U,F,5.7,7,5,0
U,M,5,11,1,0
N,M,1.9,11,0,1
N,M,24,11,5,1
N,F,28,11,6,1
N,M,0.8,11,0,1
N,M,1.2,11,0,1
N,M,1.2,11,0,1
N,M,1.1,11,0,1
N,F,1.2,11,0,1
N,F,1.2,11,0,1
N,F,5.5,11,3,1
N,M,11.5,11,1,1
N,F,10.9,11,0,1
N,M,0.76,11,0,1
N,F,0.76,11,0,1
N,M,1.03,11,0,1
N,F,15,11,5,0
N,F,3,11,0,1
N,M,3.5,11,0,0
N,F,3.5,11,0,1
N,M,3,11,0,0
N,M,35,12,2,1
N,F,3,11,4,0
N,F,7,11,0,0
N,F,2.3,11,0,1
N,F,4.8,11,2,1
N,F,2.9,11,0,0
N,F,4,11,4,0
N,M,15,11,3,0
N,F,20,11,2,1
U,F,4,11,0,1
N,F,12,11,0,1
N,M,20,11,3,1
N,M,11,11,1,1
N,M,4.13,11,1,1
N,F,2.9,11,0,1
U,M,15,11,3,0
U,F,3,11,0,1
U,F,13,11,2,1
N,M,1.8,11,0,1
N,M,6,11,5,0
Y,M,3.6,11,3,1
N,F,4,10,3,0
U,Q,5,8,0,0
U,Q,5,8,0,0
U,Q,5,8,0,0
U,Q,5,8,0,0
U,Q,5,8,0,0
N,M,30,12,3,0
N,M,5.7,7,3,0
U,F,4,10,0,1
N,M,4,10,0,0
N,F,4,10,0,0
N,F,4,10,0,0
Y,M,5,10,2,1
U,M,6,7,0,0
N,M,17,7,0,1
N,M,8,10,3,0
N,M,6.2,10,5,0
Y,M,7.8,10,4,0
U,M,5,10,7,0
U,M,42,10,3,1
U,M,1.8,10,0,1
Y,M,6,10,6,1
U,M,25,10,3,0
N,M,4.2,11,0,1
N,F,3.2,11,4,1
N,M,16.2,11,0,0
N,F,10.5,11,0,0
N,F,8.5,11,0,0
N,F,8.1,11,0,0
N,M,6.1,11,1,0
Y,M,10,11,2,1
N,F,3.1,11,0,1
N,M,2.5,11,0,0
N,M,16.6,11,1,0
N,F,11.5,11,2,0
N,F,2.8,11,0,0
N,F,3.2,11,0,0
N,F,2.9,11,0,0
N,M,2,11,0,1
U,M,4,11,0,0
U,F,2,11,0,0
U,F,2,11,0,0
U,M,4.2,11,0,1
U,F,3,11,0,1
U,F,2.45,11,0,1
U,M,1.5,11,0,1
N,M,15,11,2,1
N,F,7,10,2,1
N,F,24,11,2,1
N,M,4,11,0,0
N,M,4,11,0,0
Y,M,3.5,11,1,1
U,F,6,11,3,0
N,F,5,11,0,1
U,F,3,7,2,0
N,F,13,14,0,1
N,M,13,14,0,0
N,M,4,14,0,1
N,M,16,11,1,0
N,F,7,11,3,1
U,M,13,11,2,1
N,M,23,11,6,1
U,M,13,11,1,1
N,M,1,11,0,1
N,M,1.4,11,0,0
N,M,35,11,5,0
N,F,1,11,0,1
U,F,8,11,1,1
U,F,15,11,1,0
N,M,2.2,11,1,1
U,F,0.7,11,0,1
U,M,2,11,0,1
U,M,4,11,3,1
U,M,2,11,10,1
U,F,3.5,11,4,1
N,M,30,11,2,1
U,F,3,11,3,1
N,M,2,11,1,1
U,F,4.5,12,0,1
U,M,10,12,1,0
U,F,25,12,1,1
N,F,22,12,1,1
N,M,3,9,1,0
U,F,7,12,3,0
U,M,4,12,0,1
N,F,2,12,0,1
N,M,10,12,0,1
N,M,4.8,9,7,0
Y,M,5,9,3,1
N,M,3,7,2,1
U,M,20,7,0,1
U,M,20,7,1,1
U,Q,1.5,7,0,0
U,Q,1.5,7,0,0
U,Q,1.5,7,0,0
N,F,1,12,0,0
N,F,1,12,0,0
N,F,1,12,0,0
N,M,1.1,12,0,0
N,F,13,7,2,1
N,F,8,12,2,1
N,M,8,12,1,0
U,F,3,12,3,1
N,F,8,12,1,1
N,M,7,12,0,1
N,M,15,10,2,1
N,M,7,10,3,0
U,F,9,7,2,0
N,F,5,12,0,1
N,F,6,12,0,0
N,M,22,12,3,1
N,F,16,12,2,1
N,M,3.5,12,2,1
N,F,10.74,9,2,0
N,M,5.74,9,5,0
N,M,3,12,0,1
N,F,1.8,12,0,1
N,F,1.4,12,0,1
U,F,1.5,12,0,1
N,F,1.2,12,0,1
N,F,5.5,12,1,1
N,M,7.5,12,2,1
N,F,16,12,3,0
U,M,7.2,12,2,1
N,M,2.4,12,0,1
N,F,3.5,12,0,1
Y,M,5.5,12,10,1
Y,M,6.2,12,7,1
Y,M,4.1,12,5,1
U,F,7.5,12,5,1
Y,M,9,12,4,1
N,F,17,12,3,1
N,F,1,12,0,1
N,F,4.2,12,0,1
Y,M,6.2,12,3,1
N,M,8.2,12,2,1
U,M,9,12,0,0
U,F,6,12,2,1
N,F,5.45,12,1,0
N,M,5.6,12,1,0
N,M,2,12,0,0
N,F,7.28,10,3,0
N,M,7,12,3,0
N,M,2,14,0,1
N,F,1,10,0,0
N,M,1,10,0,0
N,F,1,10,0,0
N,F,6,10,2,0
N,M,18,10,4,0
U,M,12,10,2,0
U,F,8,10,2,0
U,F,3,10,2,1
U,M,4,10,0,1
U,M,25,10,3,0
U,F,29,10,5,1
U,F,10,10,2,0
U,F,14,10,2,0
U,M,6,11,5,0
N,F,5,14,4,1
N,M,2,11,0,0
N,M,1.8,11,0,1
N,M,1.8,11,0,1
N,M,1.6,11,0,1
U,F,2.8,11,6,1
U,F,12,12,0,0
U,F,9.1,12,1,0
U,M,13.5,12,1,0
N,M,9.7,12,0,1
U,M,22,12,2,0
N,F,8.9,12,0,0
U,M,19.9,12,3,1
U,M,18,12,0,0
U,M,5.4,12,2,0
U,F,5.4,12,0,0
U,M,13,12,0,0
U,F,8.7,12,0,0
U,M,12.4,12,0,0
N,F,0.6,12,0,0
N,F,0.6,12,0,0
N,F,0.6,12,0,0
N,F,0.6,12,0,0
N,M,0.6,12,0,0
U,M,9.9,12,0,0
U,M,12.7,12,0,0
U,F,2.5,12,0,1
U,F,3,12,0,1
U,F,3,12,0,1
U,F,3,12,0,1
U,M,3,12,0,1
U,M,15,12,2,0
U,M,2,12,0,0
N,F,2.2,12,2,1
U,M,3,12,3,1
N,F,4,12,0,1
N,M,6,15,2,1
U,F,18,12,5,0
N,F,15,12,3,0
N,F,3,12,0,0
N,F,0.2,12,0,1
N,M,0.2,12,0,1
N,F,15,12,1,1
U,M,5,7,2,0
U,F,15,9,6,0
U,M,1,12,0,1
U,F,1,12,0,1
N,F,5,12,5,1
N,F,3,12,0,0
U,Q,3,12,10,0
U,F,9.3,12,1,0
U,F,4.5,12,2,0
N,M,2.6,12,0,0
N,M,1.2,12,0,1
N,M,1.2,12,0,1
N,F,14,12,3,0
N,F,3.1,12,0,0
U,M,18,12,1,0
Y,M,6.3,12,3,0
N,F,1,7,0,1
N,F,1.8,12,3,1
U,F,4,12,3,0
N,M,4.5,12,5,0
N,F,0.82,12,0,1
N,M,0.85,12,0,1
N,M,6.55,12,1,0
U,F,6,12,3,1
U,F,8,12,1,0
N,M,3.8,12,0,1
U,F,6.1,12,2,0
N,M,1.9,9,0,1
N,M,1.3,9,0,1
N,M,1.6,9,0,1
N,F,1.5,9,0,1
N,F,1.1,9,0,1
Y,M,3,9,3,1
N,M,9,10,1,1
N,F,8,10,1,0
N,M,1.3,10,0,0
N,M,1,10,0,1
N,M,1.5,10,0,1
N,F,1,10,0,1
U,F,25,10,0,1
N,M,2,10,0,1
N,F,2,10,0,1
N,F,19,10,1,0
N,M,6.8,10,2,0
N,M,6.1,10,2,0
N,M,2.4,10,0,1
N,F,7.2,10,3,1
N,F,1.6,10,0,1
N,F,2,10,1,1
U,F,4,10,5,1
N,F,20,7,2,1
N,F,3,10,1,0
N,F,1,10,0,0
N,F,1,10,0,0
N,F,1,10,0,0
N,F,10,10,1,0
U,Q,7,7,0,0
U,Q,10,7,0,0
U,Q,22,7,1,0
Y,M,5,10,1,1
N,M,1,10,0,1
N,M,3.2,10,0,1
N,F,16,9,2,0
N,M,5,10,5,0
N,M,5,10,0,0
N,M,5,10,0,0
N,M,5,10,0,0
N,M,5,10,0,0
N,M,15,10,4,1
N,F,15,10,4,1
N,F,5,10,0,0
N,M,5,10,0,0
U,F,7,10,0,1
N,M,1.1,10,0,0
N,M,1,10,0,0
N,M,18,10,8,0
U,F,0.7,10,0,0
U,F,0.7,10,0,0
U,M,0.7,10,0,0
U,F,6,10,2,0
U,F,1.3,10,0,1
N,F,3,10,2,1
N,M,8,10,1,1
N,M,3,9,0,1
N,F,4,10,0,1
U,M,5,10,1,1
U,M,20,7,3,0
N,M,6.16,7,2,0
N,F,4,10,2,1
N,F,15,10,3,0
Y,M,3.5,10,4,1
N,M,9.8,10,10,0
U,M,18.5,10,3,0
U,M,5,10,2,1
U,M,25,10,1,0
N,M,20,10,2,0
N,F,35,10,2,1
N,F,6.63,9,1,0
N,F,3,10,0,1
N,M,3,10,0,1
N,F,3,10,0,1
N,F,3,13,0,1
N,F,3,13,0,1
U,F,10,13,0,1
N,M,2.5,10,0,1
N,M,4,10,0,1
U,F,4,10,0,0
N,M,5.3,10,0,0
N,F,20,10,2,0
N,M,3,10,7,1
N,M,3.2,10,8,1
N,M,26,10,4,1
N,F,6,10,9,1
N,F,3.3,10,10,1
U,F,3,10,0,1
N,M,4,10,0,1
U,F,2.6,9,4,1
U,M,3,10,3,1
U,F,4,10,3,1
U,F,4,10,2,1
U,F,13,10,1,1
N,M,4.5,10,1,1
U,F,8,10,0,1
U,F,14,10,1,0
Y,M,2.5,10,3,1
N,M,4,10,3,1
N,M,5.62,10,2,0
U,M,4,10,2,1
U,M,3,10,0,1
U,M,3,10,0,0
N,M,5,10,3,0
N,F,5,10,3,0
U,F,7,10,3,1
U,M,6,11,1,0
U,F,8,11,1,1
N,F,2.4,11,3,1
N,M,20,14,2,1
N,F,6,12,1,1
N,M,4,15,1,0
N,F,3,12,2,1
N,M,4,12,2,1
N,F,2.5,12,0,1
N,M,4,12,8,1
N,F,13.4,10,2,1
N,F,2,10,0,0
N,M,2,10,0,0
N,M,2,10,0,0
N,F,18,10,2,0
N,F,2.7,10,0,1
N,M,4,10,0,0
N,F,2.9,10,0,1
N,M,13,10,0,0
N,M,11.2,10,2,0
N,F,7.4,10,1,0
N,M,13.6,10,1,1
N,M,4.4,10,0,0
N,F,2,10,0,0
N,F,1.6,10,3,1
N,F,3.8,10,0,1
N,F,3.7,10,0,1
N,M,3.9,10,0,1
N,F,2.5,10,0,0
N,F,14.5,10,1,0
N,M,21,10,2,0
N,M,10.9,10,0,0
N,F,15,10,0,0
N,F,18,10,1,0
N,F,2,10,0,0
N,F,2.2,10,0,0
N,M,20,10,1,0
N,M,20,10,2,0
N,M,4.4,9,0,1
N,M,3.6,9,0,1
N,M,2.9,10,11,0
N,M,2.2,10,10,0
N,F,2,10,0,0
N,F,2,10,0,0
N,F,2,10,0,0
U,F,10,10,0,0
N,F,10,10,2,0
N,F,5,10,2,0
U,F,21,7,1,0
U,Q,4,7,0,0
U,Q,4,7,0,0
U,Q,4,7,0,0
U,F,13,7,0,1
U,M,13,7,0,0
U,F,15,10,1,0
N,M,4,10,2,1
U,F,2,10,0,0
U,F,8,10,0,1
N,M,5,10,0,0
N,F,15,10,5,0
N,M,17,10,3,0
N,M,2,10,0,0
N,F,3,10,0,0
N,F,6,10,3,0
N,F,2.8,10,2,1
N,F,3,10,2,0
N,M,2,14,0,1
N,M,6,14,1,1
N,F,5,14,1,1
U,M,5,10,4,0
U,F,27.3,10,3,0
N,M,6.5,10,1,0
U,F,15,10,0,0
N,M,30,10,3,0
N,F,3,10,0,0
N,F,3,10,0,1
N,M,3,10,0,1
N,M,3,10,0,0
U,F,3,10,4,0
N,F,15,10,2,0
N,F,13,10,2,0
N,F,2.6,10,1,0
N,M,1,10,0,1
N,M,1.3,10,0,1
N,F,20,10,2,1
N,M,2.9,10,0,1
N,M,1.52,10,0,1
U,F,2,10,0,0
U,F,2.5,10,2,1
N,M,3.2,10,1,0
N,F,3.2,10,1,1
N,M,2.2,10,0,0
N,F,2.15,10,0,0
U,M,4,10,5,1
N,M,8,10,4,0
U,F,5,10,10,1
N,F,4,10,4,0
U,M,4.5,10,10,0
N,M,11,10,3,0
N,M,5.3,10,3,0
U,F,4.2,10,0,0
N,F,2.8,10,3,0
N,F,12,10,3,0
U,F,5,10,2,0
U,M,7,10,2,0
N,F,5,10,0,0
N,F,5,10,0,0
N,M,12,14,1,1
U,M,7,10,1,0
U,F,8,10,3,0
U,F,15,10,2,0
U,M,18,10,2,0
N,F,5.3,10,0,1
N,F,7.5,10,1,0
N,M,29,10,2,1
N,M,35,10,2,1
N,F,20,10,2,0
N,F,8.5,10,0,0
N,F,5.2,10,0,0
U,M,1,10,0,1
U,M,1,10,0,0
N,Q,1,7,0,1
N,F,5,7,2,1
U,M,5,10,0,0
U,M,5,10,0,0
U,M,5,10,0,0
N,M,5,10,3,0
N,F,4,10,1,1
N,F,1.6,10,0,1
N,M,7,7,0,0
N,M,5,10,3,1
N,F,1.5,10,0,1
U,F,5,10,0,0
N,M,15,10,1,0
N,M,5,10,1,0
N,M,3,10,0,0
N,M,3,10,0,0
N,F,3,10,0,0
N,M,14,14,1,1
N,M,3,14,0,0
N,F,8,14,2,0
N,M,11.5,10,0,1
U,F,5,9,1,0
N,M,1,9,0,0
U,F,1,9,0,0
U,F,1,9,0,0
N,M,7,10,5,1
N,F,5,10,0,1
N,F,4,10,2,1
U,F,30,10,2,1
U,F,4,10,3,0
N,F,5,10,0,1
N,M,2.2,10,0,1
N,M,4,10,5,1
N,M,2,10,0,1
N,M,1.5,10,0,1
N,M,1.5,10,0,1
N,M,1.5,10,0,1
N,F,7.1,9,5,0
N,M,1.7,9,0,1
N,M,14,9,0,0
N,M,3.6,9,0,0
N,F,2.5,9,3,1
N,F,4,9,5,0
N,F,2.8,9,0,1
U,F,3,9,7,0
U,M,15,9,3,1
U,F,4,9,9,0
U,F,13,9,2,1
U,F,6,10,4,0
N,F,6,10,3,0
N,M,1.5,10,0,1
N,M,8,10,4,0
N,M,5,8,0,0
N,F,5,10,1,0
N,M,5,10,0,1
N,M,15,10,4,1
N,F,15,10,4,1
N,M,15,10,3,1
U,F,2.96,10,2,1
U,M,2.7,10,2,0
N,M,5,7,0,1
N,M,5.2,7,0,1
N,F,4.7,7,0,1
N,M,4.7,7,0,1
N,M,4.9,7,0,1
U,M,3,10,1,1
U,F,2,10,1,0
N,F,4.5,10,0,1
N,F,5.8,10,2,1
U,M,2,10,1,1
U,M,20,9,2,0
N,M,6.3,10,1,1
N,F,17,10,3,1
N,F,15,10,4,1
N,M,2.58,10,0,1
N,M,3.13,10,0,1
N,M,2.58,10,0,1
N,F,2.71,10,0,1
N,F,1.5,10,0,1
N,M,9.05,10,10,1
U,M,15,10,1,0
U,M,25,10,2,0
U,F,4.5,10,5,1
N,F,7,10,0,1
N,F,7,10,0,1
N,F,18,10,5,1
N,F,20,10,5,0
U,M,13,10,4,0
N,M,2,10,0,1
N,F,1.6,10,0,1
N,F,1.46,10,0,1
N,M,1.76,10,0,1
N,F,1.62,10,0,1
N,F,6.8,10,0,0
U,F,45,10,5,0
Y,M,4,10,1,1
N,M,4.9,10,3,1
N,F,4.9,10,1,1
N,M,10.3,10,1,0
N,F,1.2,10,0,1
N,M,1.5,10,0,1
N,M,1.4,10,0,1
N,F,1.2,10,0,1
N,F,2.3,10,4,1
Y,M,6.2,10,2,1
N,M,14,7,0,1
N,F,5.62,10,0,1
U,F,5,10,3,1
U,F,4,10,1,0
U,M,25,10,2,1
N,M,4.3,10,6,0
N,F,5,10,5,1
N,M,2,10,0,1
N,F,4,10,10,1
N,F,4.8,10,1,1
Y,M,7.8,10,4,1
N,M,26.57,10,12,1
U,M,2,10,0,0
U,M,4,10,1,0
U,F,2,10,0,0
U,M,3,10,1,0
N,F,9.36,11,3,0
U,M,5,11,2,0
N,M,25,12,1,1
U,F,7.5,10,0,1
U,F,5.8,10,8,0
N,M,4,10,0,0
N,M,15,10,3,1
N,M,3.4,10,2,1
U,M,6,10,5,0
U,M,3,10,0,0
U,M,3,10,0,0
U,F,3,10,0,0
U,M,13,10,2,0
N,M,30,8,2,0
U,M,28,10,1,0
U,F,14,10,2,1
N,M,10,10,3,0
N,M,20,10,0,1
U,F,10,10,0,0
N,M,7,10,3,0
U,F,3.5,10,6,0
N,F,6,10,0,0
N,M,3,10,0,1
N,M,1,10,0,1
N,M,4.5,10,5,1
N,F,4.5,10,0,0
N,F,4.3,10,0,0
N,M,9.5,10,5,0
N,M,3.2,10,0,1
U,F,3,10,0,0
N,F,17,10,3,0
N,M,20,10,6,0
N,M,2,10,0,1
U,F,8.2,10,7,1
N,M,2,10,0,1
U,F,1.6,10,0,1
N,M,13,10,2,0
N,F,15.84,11,3,0
U,M,10,10,3,0
N,M,1.7,11,0,1
N,F,7,14,2,1
U,M,15,10,4,0
N,M,2,10,10,0
N,M,25,10,2,0
N,F,2.8,10,0,0
U,M,8,10,4,0
U,M,6,10,1,0
U,M,10,10,1,0
N,F,5,15,2,1
N,M,1.5,10,0,1
N,F,3.5,10,2,0
N,F,7,10,1,1
N,M,7.5,10,3,1
N,F,26,10,2,0
N,M,2,10,0,1
N,F,2,10,0,0
N,F,24,7,5,0
N,M,13.3,10,0,0
U,F,13,10,1,0
U,F,1.9,10,5,0
U,Q,7,8,0,0
U,Q,7,8,0,0
U,Q,13,8,1,0
N,M,5,10,6,1
N,F,9,10,1,0
N,M,7,10,1,0
N,F,4.9,9,4,0
N,M,17,9,1,1
U,F,7,9,0,0
U,M,8,9,3,0
N,M,6.7,10,1,1
N,F,25.9,10,3,1
U,F,2,10,0,0
N,F,2,10,0,0
U,F,1.6,9,0,1
U,M,2,9,0,1
U,F,2.4,9,0,0
U,F,3,9,0,0
U,M,3,9,0,0
U,F,15,12,1,0
N,M,4,10,0,1
N,M,3.8,10,2,1
U,F,5,10,3,1
N,M,3,10,0,1
U,F,5.9,10,3,1
N,F,4.8,10,0,1
U,F,4,10,5,1
U,F,14,10,5,1
U,M,12.8,10,5,1
N,M,5.34,11,3,1
N,F,11,12,2,0
N,M,7,7,1,0
N,M,10,7,1,0
U,M,2,10,0,0
U,M,20,11,2,1
U,M,6,11,2,0
N,M,15,14,3,0
N,M,20,14,2,1
N,F,1.3,10,0,1
U,F,6.5,10,0,1
U,F,6.5,10,0,1
U,M,25,10,2,0
U,M,17,10,1,0
N,M,2,10,0,1
N,M,9,10,0,0
N,M,3.4,10,0,1
N,F,3.4,10,0,0
U,M,1,10,4,1
U,F,15,10,7,1
N,M,12,7,4,1
N,F,1.9,10,0,1
N,F,12,10,2,0
U,F,2.5,10,6,1
U,M,13,11,4,1
U,M,4,10,2,1
N,M,4,10,4,0
N,M,25,10,2,1
N,M,5,10,0,0
N,F,5,11,0,0
N,M,5,11,0,0
U,F,15,10,1,1
U,F,3,10,8,0
N,M,10.5,10,4,0
N,M,8.5,10,2,0
U,F,4,10,10,1
N,M,35,21,3,1
U,F,4.4,7,1,1
Y,M,5.3,7,3,1
U,F,10,10,2,0
U,M,30,10,1,1
N,F,3,10,0,0
N,M,4,10,5,0
N,M,4,10,4,0
N,F,3,10,1,0
N,M,10,10,3,0
N,F,2,16,0,1
N,F,5,16,2,1
N,M,15,16,2,0
N,M,2,10,2,1
N,M,3,10,2,1
N,M,4,10,1,1
N,F,2.5,10,0,1
N,M,15,9,3,0
N,M,7,9,6,0
U,F,2,10,0,0
N,M,3,10,0,0
U,F,10.6,10,2,0
U,F,12,10,3,0
U,M,30,10,5,0
U,F,3.3,10,1,0
N,M,6.7,10,0,1
N,M,28,10,1,0
U,F,5.5,10,0,0
N,F,7.45,10,2,0
N,F,13.55,10,2,0
U,M,5,10,4,1
U,M,7,10,6,0
N,M,5.3,10,0,1
N,M,4.6,10,0,0
U,F,3.5,10,0,0
N,M,5,10,4,0
N,F,4.5,10,0,1
U,F,6,10,4,0
N,M,3,10,1,1
N,M,1,10,0,0
N,M,1,10,0,0
N,M,18,10,4,0
U,F,1,9,0,0
N,F,2,13,0,0
N,F,2,13,0,0
N,F,2,13,0,0
N,M,20,13,2,0
N,M,7,10,2,1
U,F,3,10,0,0
U,F,3,10,0,0
U,M,3,10,0,0
U,M,3,10,0,0
N,F,3,10,0,1
N,M,1.2,10,0,1
N,M,1.2,10,0,0
U,M,0.78,10,0,1
N,M,8,10,1,0
N,M,5,10,10,0
N,M,9,10,0,0
N,F,2,10,0,1
N,F,2,10,0,1
N,M,9,10,2,1
N,M,3,10,1,1
U,F,8.2,10,1,1
U,M,10,10,2,0
N,M,15,10,2,0
N,M,8,10,1,1
N,M,18,10,1,0
N,F,4.5,10,1,1
N,M,18.72,10,2,0
N,F,2,10,0,0
N,F,2,10,0,0
N,M,2,10,0,0
N,F,8,10,3,0
N,F,8.5,10,1,1
N,F,0.25,10,0,1
N,F,0.25,10,0,1
N,F,0.25,10,0,1
N,F,0.25,10,0,1
N,M,0.26,10,0,1
N,F,0.25,10,0,1
N,M,0.25,10,0,1
N,M,4.3,10,0,0
Y,M,3,10,1,1
N,M,10,10,1,0
U,M,3,10,0,1
N,M,2.7,10,1,1
N,M,25,10,7,1
N,M,16.6,10,2,1
N,M,5.6,10,0,1
U,M,2.9,7,0,1
Y,M,3.1,7,3,1
U,F,2,10,4,1
U,F,3,10,8,1
N,M,6,10,1,1
U,F,26,10,6,0
N,M,2.74,11,0,1
N,F,3.12,11,0,1
U,M,4,11,3,1
U,M,2,11,0,0
N,M,10,10,2,0
N,M,3,10,0,0
N,F,5,15,1,0
N,F,5,15,2,0
N,M,2,10,0,1
N,M,3,10,8,0
U,F,4.8,10,1,1
N,F,4.7,10,0,0
N,F,4.5,10,0,1
Y,M,6.1,10,3,1
N,F,11.5,10,0,1
N,M,11,10,3,1
N,M,21.2,10,0,0
N,F,4.5,10,0,0
N,M,15.1,10,1,0
N,M,2.5,10,0,0
N,M,3.2,10,0,0
N,F,3.3,10,0,0
N,F,3,10,0,0
N,F,2.4,10,0,0
N,F,4.2,10,0,0
N,M,4,10,0,0
N,F,7.1,10,0,0
N,M,6.3,10,0,0
N,M,7.3,10,0,0
N,M,7.9,10,0,0
U,F,15,10,5,1
U,F,3,10,0,1
N,M,10,7,1,0
N,M,8,7,0,0
U,F,8,7,1,0
U,F,7,7,9,0
N,M,3,10,0,1
N,M,4,10,0,1
U,M,10,10,0,0
N,M,25,10,4,1
N,M,2,10,0,1
N,F,6,10,0,1
U,F,20,10,2,1
N,M,1,9,0,0
U,M,2,7,0,0
U,M,2,7,0,0
U,M,2,7,0,0
N,M,4,14,4,1
N,F,6,14,2,1
N,M,4,14,1,1
N,M,0.5,10,0,0
N,M,0.5,10,0,0
N,M,0.5,10,0,0
N,M,0.5,10,0,0
N,F,0.5,10,0,0
N,F,0.5,10,0,0
N,F,0.5,10,0,0
N,F,0.5,10,0,0
N,F,3,10,0,0
N,M,1.5,10,0,0
N,M,1.5,10,0,0
N,M,1.5,10,0,1
U,M,4,10,1,1
Y,M,4.8,10,3,0
Y,M,9.5,10,4,0
U,F,9.7,10,6,0
U,F,0.8,10,0,1
U,F,0.9,10,0,1
N,M,25,10,3,0
N,F,8.5,10,1,1
Y,M,4.9,7,1,1
U,F,2,10,0,1
U,F,20,10,2,0
U,Q,6,10,0,0
N,M,10,10,2,0
N,F,2,10,0,0
N,F,2,10,0,1
N,M,8,10,5,0
N,M,18,10,6,0
U,F,4.7,10,0,0
N,F,2,11,0,1
N,F,2,11,0,1
N,F,5,11,2,1
N,F,2,14,14,0
N,M,2,11,0,1
N,F,2,11,0,1
N,F,3,11,1,0
N,F,4,11,1,0
N,F,4,11,1,0
N,F,5,11,2,0
N,F,4,11,1,0
N,F,4,11,3,0
N,M,6,11,1,0
N,F,4,11,1,0
N,F,2,7,0,1
N,F,2,7,0,1
U,Q,4,11,0,0
U,Q,4,11,0,0
U,F,5,11,0,0
U,F,6,11,0,1
U,F,5,11,10,0
N,M,7,11,0,1
U,M,17,11,0,1
N,F,2,11,0,1
Y,M,2.5,11,8,1
U,M,20,7,2,0
U,M,3,7,2,0
U,F,3,7,2,0
U,M,4,11,4,0
U,F,12,11,5,1
N,M,7,11,7,0
N,M,3,11,5,0
N,M,1,11,0,0
N,M,1,11,0,0
U,F,3,11,5,1
U,M,10,11,1,1
N,F,10,11,3,0
N,F,2.5,11,2,0
N,M,2.5,11,2,1
N,F,20,11,2,0
N,F,1.5,11,0,1
N,F,1.9,11,0,1
N,M,6.68,11,1,1
N,M,19.12,11,3,0
N,M,8.86,11,1,0
N,M,6.72,11,3,0
U,F,1.5,11,0,0
U,M,1.5,11,0,0
U,F,7,11,2,0
U,F,7,11,4,0
N,M,3.5,11,1,1
N,M,0.5,11,0,0
N,M,0.5,11,0,1
N,F,0.5,11,0,0
N,F,0.5,11,0,1
N,F,0.5,11,0,0
N,F,0.5,11,0,1
N,F,8.5,11,1,0
N,F,9.5,11,1,0
N,M,9.5,11,5,1
N,F,10,11,2,1
N,M,0.8,11,0,1
N,M,0.8,11,0,1
N,M,0.8,11,0,1
N,M,0.8,11,0,1
N,F,0.8,11,0,1
U,F,8,12,1,0
N,M,4.6,11,6,0
N,M,2.3,11,1,1
N,M,4.5,11,7,1
N,M,5.1,11,0,1
N,M,23,11,2,1
U,F,9,11,0,1
N,M,8,11,0,1
U,M,25,11,3,0
U,M,4,11,0,1
U,F,20,11,3,1
U,M,1.16,11,0,1
N,M,1,11,0,1
Y,M,10.1,11,3,1
N,M,1,11,0,1
Y,M,5,11,8,1
N,F,0.15,10,0,1
N,F,16.4,10,2,1
N,F,11.83,11,2,0
N,M,8,10,0,0
U,M,4,10,0,1
N,M,1,7,0,1
N,M,1,7,0,1
N,M,1,7,0,1
N,F,7,7,1,1
N,M,5,10,3,1
N,F,4.2,11,5,0
N,F,10,11,0,0
N,M,8.6,11,0,0
N,F,10.3,11,0,1
N,F,3.9,11,0,0
N,M,7.1,11,0,0
N,M,6.9,11,0,0
N,F,12,11,0,0
N,M,15,11,1,0
N,F,14.9,11,0,0
N,F,11.4,11,0,0
N,F,13.9,11,0,0
N,M,21.4,11,1,0
N,F,16,11,3,0
N,F,2.5,11,0,0
N,F,2.3,11,0,0
N,M,2.5,11,0,0
N,M,2.6,11,0,0
N,M,8,11,2,0
N,F,2.1,11,0,1
N,F,19.3,11,1,0
N,M,10,11,0,0
N,F,22,11,2,0
N,M,3.3,11,0,0
N,M,3,11,0,0
N,F,2.8,11,0,0
N,F,2.7,11,0,0
N,M,3.1,11,0,0
N,M,1.2,11,0,0
N,F,1,11,0,0
N,F,1.3,11,0,0
N,F,1.3,11,0,0
N,M,1,11,0,0
N,F,5,11,0,0
N,F,4.9,11,0,0
N,F,3,11,0,0
U,M,10,11,6,0
U,M,1,11,1,0
N,M,2,11,0,1
N,F,2,11,0,1
N,F,5,11,2,1
N,M,11,11,1,0
U,M,5,11,5,0
N,F,4,11,3,0
N,M,3,11,5,0
N,F,16,11,7,0
N,F,10,11,3,1
U,F,9,11,5,0
U,F,2.5,11,0,1
N,M,2,11,3,1
N,F,22,11,5,0
N,F,17,11,4,0
N,M,4,11,2,1
U,M,23,11,2,1
U,F,2.7,11,10,0
N,M,11.3,11,1,0
U,F,3.2,11,0,0
Y,M,2.5,11,7,1
U,F,2.5,11,10,1
